beverage,year,month,quantity
sprite lite,2022,1,0.0
sprite lite,2022,2,0.0
sprite lite,2022,3,0.0
sprite lite,2022,4,47.16486013704025
sprite lite,2022,5,4.2831017484826175
sprite lite,2022,6,1.5749569672783335
sprite lite,2022,7,0.8571999187334677
sprite lite,2022,8,0.40600436295343617
sprite lite,2022,9,0.17091729556670332
sprite lite,2022,10,31.762943293514024
sprite lite,2022,11,8.919545205507927
sprite lite,2022,12,7.781078199972248
